what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1399357334168
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1399357334169
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1399357334170
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1399357334170
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1399357334171
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1399357334172
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1399357334173
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1399357334173
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1399357334173
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1399357334174
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1399357334234
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1399357334234
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1399357334429
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1399357334430
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1399357334433
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1399357334433
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1399357334434
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1399357334435
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1399357334436
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1399357334437
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1399357334438
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1399357334438
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1399357334438
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1399357334439
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1399357334440
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1399357334441
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1399357334442
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1399357334443
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1399357334444
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1399357334444
os,sysinfo,,,"win32",1399357334450
arch,sysinfo,,,"x86",1399357334450
ws,sysinfo,,,"win32",1399357334450
locale,sysinfo,,,"en_US",1399357334450
processors,sysinfo,,,"2",1399357334450
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1399357334450
java.runtime.version,sysinfo,,,"1.8.0_05-b13",1399357334450
java.specification.name,sysinfo,,,"Java Platform API Specification",1399357334450
java.specification.vendor,sysinfo,,,"Oracle Corporation",1399357334450
java.specification.version,sysinfo,,,"1.8",1399357334450
java.vendor,sysinfo,,,"Oracle Corporation",1399357334450
java.version,sysinfo,,,"1.8.0_05",1399357334450
java.vm.info,sysinfo,,,"mixed mode",1399357334450
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1399357334450
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1399357334450
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1399357334450
java.vm.specification.version,sysinfo,,,"1.8",1399357334450
java.vm.vendor,sysinfo,,,"Oracle Corporation",1399357334450
java.vm.version,sysinfo,,,"25.5-b02",1399357334450
started,bundle,org.eclipse.wst.web,1.1.402.v201012160000,"org.eclipse.wst.web",1399357334835
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1399357334997
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1399357335163
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1399357335376
started,bundle,org.eclipse.emf.common,2.6.0.v20100914-1218,"org.eclipse.emf.common",1399357335378
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1399357335736
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1399357335769
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1399357335999
started,bundle,org.eclipse.emf.ecore,2.6.1.v20100914-1218,"org.eclipse.emf.ecore",1399357336222
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1399357336625
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.core",1399357337111
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.201.v201011231540,"org.eclipse.jst.ws.jaxrs.core",1399357337184
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399357389201
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399357440888
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399357476346
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399357496708
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399357512058
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399357547070
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399357562315
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399357583712
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399357608098
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399358347386
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399358381881
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399360591695
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399360739274
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399360757251
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399360758558
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399360759254
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1399360778080
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1399360779156
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110,"org.eclipse.wst.server.core",1399360779439
started,bundle,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui",1399360779460
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1399360779632
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1399360779813
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399360809832
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399361009739
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399361017349
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399361136177
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399361159179
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399361330687
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1399361330715
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.101.v201102111830,"org.eclipse.wst.xsl.debug.ui",1399361331690
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399361363895
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399361428444
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399361433051
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399361632128
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399361633528
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.3.v201011040143,"org.eclipse.wst.jsdt.debug.ui",1399361636345
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1399361647573
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399361650983
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1399361659464
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399361661909
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399361727674
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1399361734056
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1399361734346
started,bundle,org.eclipse.wst.common.emf,1.2.3.v201012100400,"org.eclipse.wst.common.emf",1399361734478
started,bundle,org.eclipse.jem.util,2.1.3.v201012070000,"org.eclipse.jem.util",1399361734510
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.3.v201012020600,"org.eclipse.wst.common.emfworkbench.integration",1399361734516
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1399361734613
started,bundle,org.eclipse.wst.common.modulecore,1.2.5.v201101270100,"org.eclipse.wst.common.modulecore",1399361734618
started,bundle,org.eclipse.jst.j2ee.core,1.2.4.v201102101900,"org.eclipse.jst.j2ee.core",1399361734693
started,bundle,org.eclipse.jem,2.0.400.v201005110200,"org.eclipse.jem",1399361734757
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1399361734827
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1399361734897
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,"org.eclipse.wst.validation",1399361735005
started,bundle,org.eclipse.jst.j2ee,1.1.404.v201102081800,"org.eclipse.jst.j2ee",1399361735139
started,bundle,org.eclipse.jst.server.core,1.2.101.v20100421,"org.eclipse.jst.server.core",1399361735208
started,bundle,org.eclipse.jst.jee,1.0.302.v201101122300,"org.eclipse.jst.jee",1399361735274
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399361737378
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399361739640
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399361741632
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399361767027
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1399361775606
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399361793824
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399361799722
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399361851044
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399361855426
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399361856778
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1399361858305
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399361860340
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399361891016
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399361906484
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1399361911633
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399361913838
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399361947292
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1399361953118
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1399361958558
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399361959815
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399362435564
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399362437771
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399362453052
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399362460490
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1399362462399
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399362466451
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399362494399
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1399362494418
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1399362495747
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399362498873
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399362519937
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1399362520008
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1399362521963
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399362522993
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399362588552
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399362603993
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399366168241
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399366172440
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399366678596
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399366679496
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399366708043
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399367025265
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1399367029016
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1399367042627
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399367055048
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399372150873
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399372152536
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399372153823
started,bundle,org.eclipse.wst.jsdt.debug.core,1.0.3.v201011040143,"org.eclipse.wst.jsdt.debug.core",1399372153925
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1399372154282
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1399372154782
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1399372155309
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1399372155345
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1399372155362
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1399372155418
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1399372155455
